Date,Cloud Agent ID,Automation ID,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2026-05-14T16:04:10.215Z","","","free","auto","No","0","12663","22016","184","34863","0.02"
"2026-05-14T15:48:56.830Z","","","free","auto","No","","","","","","Free"
"2026-05-14T15:36:41.212Z","","","free","auto","No","0","18179","147200","2779","168158","0.08"
"2026-05-14T15:33:39.120Z","","","free","auto","No","0","6373","254720","1673","262766","0.08"
"2026-05-14T15:31:20.028Z","","","free","auto","No","0","9073","445184","2574","456831","0.14"
"2026-05-14T15:29:54.847Z","","","free","auto","No","0","35184","160000","666","195850","0.09"
"2026-05-14T15:19:01.729Z","","","free","auto","No","0","4555","212480","2163","219198","0.07"
"2026-05-14T15:10:46.965Z","","","free","auto","No","0","32321","923904","6266","962491","0.31"
"2026-05-14T15:01:23.561Z","","","free","auto","No","","","","","","Free"
"2026-05-14T15:01:05.581Z","","","free","auto","No","","","","","","Free"
