Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2026-02-09T15:24:05.418Z","Included","auto","No","40271","0","461464","4325","506060","0.19"
"2026-02-09T13:43:49.702Z","Included","auto","No","0","0","0","0","0","0.00"
"2026-02-09T13:41:57.846Z","Included","auto","No","2129","0","56320","868","59317","0.02"
"2026-02-09T13:41:07.872Z","Included","auto","No","2700","0","50688","611","53999","0.02"
"2026-02-09T13:40:07.244Z","Included","auto","No","3403","0","43520","1065","47988","0.02"
"2026-02-09T13:39:36.256Z","Included","auto","No","0","0","0","0","0","0.00"
"2026-02-09T13:39:16.432Z","Included","auto","No","0","0","0","0","0","0.00"
"2026-02-09T13:38:38.088Z","Included","auto","No","0","0","0","0","0","0.00"
"2026-02-09T13:37:41.454Z","Included","auto","No","0","0","0","0","0","0.00"
"2026-02-09T13:33:28.076Z","Included","auto","No","0","0","0","0","0","0.00"
"2026-02-09T13:32:44.827Z","Included","auto","No","0","0","0","0","0","0.00"
"2026-02-09T11:40:49.010Z","Included","auto","No","0","0","0","0","0","0.00"
"2026-02-09T11:37:05.729Z","Included","auto","No","0","0","0","0","0","0.00"
"2026-02-09T11:18:33.501Z","Included","auto","No","12957","0","205312","3889","222158","0.09"
"2026-02-09T10:12:11.888Z","Included","auto","No","4784","0","50688","1149","56621","0.03"
"2026-02-07T15:38:09.094Z","Included","auto","No","2824","0","73194","714","76732","0.03"
"2026-02-07T15:37:17.610Z","Included","auto","No","7548","0","83968","3448","94964","0.05"
"2026-02-07T15:34:59.675Z","Included","auto","No","3147","0","69120","1039","73306","0.03"
"2026-02-07T15:29:39.793Z","Included","auto","No","21194","0","332800","6839","360833","0.15"
"2026-02-07T15:25:43.366Z","Included","auto","No","2880","0","57811","805","61496","0.02"
"2026-02-07T15:23:33.290Z","Included","auto","No","12071","0","329556","7290","348917","0.14"
"2026-02-07T14:55:55.059Z","Included","auto","No","19573","12052","186880","2424","220929","0.10"
"2026-02-07T14:54:19.138Z","Included","auto","No","2086","0","40140","367","42593","0.01"
"2026-02-07T14:53:30.805Z","Included","auto","No","3296","0","33043","1802","38141","0.02"
"2026-02-07T14:12:31.458Z","Included","auto","No","33066","31929","350720","6782","422497","0.21"
"2026-02-05T16:18:50.660Z","Included","auto","No","10032","0","163328","2215","175575","0.07"
"2026-02-05T16:08:07.397Z","Included","auto","No","16720","0","218624","4330","239674","0.10"
"2026-02-05T15:42:09.915Z","Included","auto","No","9144","0","268288","3397","280829","0.10"
"2026-02-05T15:40:35.875Z","Included","auto","No","13218","0","84992","4028","102238","0.06"
"2026-02-03T16:02:11.270Z","Included","auto","No","25803","0","461312","8264","495379","0.20"
"2026-02-03T15:58:59.635Z","Included","auto","No","24007","0","172544","4391","200942","0.10"
"2026-02-03T15:48:13.997Z","Included","auto","No","34935","0","371936","5937","412808","0.17"
"2026-02-02T12:05:34.684Z","Included","auto","No","0","0","0","0","0","0.00"
"2026-02-02T08:06:01.566Z","Included","auto","No","12629","6469","134918","2601","156617","0.07"
"2026-02-02T07:45:33.029Z","Included","auto","No","46560","0","706700","7256","760516","0.28"
"2026-02-02T07:33:45.387Z","Included","auto","No","0","0","0","0","0","0.00"
"2026-02-02T07:26:45.388Z","Included","auto","No","4777","0","93794","1462","100033","0.04"
"2026-02-02T07:25:09.096Z","Included","auto","No","11153","19389","44476","7938","82956","0.10"
"2026-02-01T15:49:02.253Z","Included","auto","No","7579","8926","453145","5706","475356","0.17"
"2026-02-01T15:47:40.737Z","Included","auto","No","0","0","0","0","0","0.00"
"2026-02-01T15:45:17.429Z","Included","auto","No","11294","8043","573383","9578","602298","0.22"
"2026-02-01T15:43:02.579Z","Included","auto","No","10907","0","575931","6379","593217","0.20"
"2026-02-01T15:35:19.604Z","Included","auto","No","53514","11569","1070073","22599","1157755","0.48"
