Date,Cloud Agent ID,Automation ID,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2026-07-04T14:59:39.314Z","","","Included","auto","No","0","39636","238624","2842","281102","Included"
"2026-07-04T14:45:28.756Z","","","Included","auto","No","0","150256","474536","903","625695","Included"
"2026-07-04T14:25:58.382Z","","","Included","auto","No","0","131872","4605184","19597","4756653","Included"
"2026-07-04T14:23:13.423Z","","","Included","auto","No","0","45556","541403","5990","592949","Included"
"2026-07-03T14:56:49.985Z","","","Included","auto","No","","","","","","Free"
"2026-07-03T14:52:49.819Z","","","Included","auto","No","0","27327","65024","2017","94368","Included"
"2026-07-03T14:38:12.042Z","","","Included","auto","No","36132","6","69630","596","106364","Included"
"2026-07-03T14:31:46.633Z","","","Included","auto","No","70564","6","35536","1160","107266","Included"
"2026-07-03T14:30:46.927Z","","","Included","auto","No","","","","","","Free"
"2026-07-03T14:26:34.135Z","","","Included","auto","No","","","","","","Free"
"2026-07-03T14:05:47.567Z","","","Included","auto","No","","","","","","Free"
"2026-07-03T14:03:57.814Z","","","Included","auto","No","42952","8","110227","3396","156583","Included"
"2026-07-03T13:50:12.130Z","","","Included","auto","No","71463","6","35646","1975","109090","Included"
"2026-07-03T13:46:42.341Z","","","Included","auto","No","0","42388","218802","2643","263833","Included"
"2026-07-02T15:51:54.696Z","","","Included","auto","No","","","","","","Free"
"2026-07-02T15:38:10.250Z","","","Included","auto","No","","","","","","Free"
"2026-07-01T15:28:46.331Z","","","Included","auto","No","0","18016","317617","3960","339593","Included"
"2026-07-01T15:00:29.229Z","","","Included","auto","No","0","33112","104846","1237","139195","Included"
"2026-07-01T14:56:32.065Z","","","Included","auto","No","0","6477","78947","2402","87826","Included"
"2026-07-01T14:52:00.107Z","","","Included","auto","No","0","17979","60739","5109","83827","Included"
"2026-07-01T14:41:49.039Z","","","Included","auto","No","","","","","","Free"
"2026-07-01T14:41:37.811Z","","","Included","auto","No","","","","","","Free"
"2026-07-01T14:31:25.679Z","","","Included","auto","No","","","","","","Free"
"2026-07-01T14:25:25.893Z","","","Included","auto","No","","","","","","Free"
"2026-07-01T14:08:36.240Z","","","Included","auto","No","","","","","","Free"
"2026-07-01T13:46:34.546Z","","","Included","auto","No","0","8778","98048","3134","109960","Included"
"2026-07-01T13:42:27.313Z","","","Included","auto","No","0","15045","40296","4132","59473","Included"
"2026-06-30T15:24:16.246Z","","","Included","auto","No","0","146353","5304372","31167","5481892","Included"
"2026-06-30T14:36:17.976Z","","","Included","auto","No","0","74775","171921","780","247476","Included"
"2026-06-30T14:31:56.090Z","","","Included","auto","No","0","72232","919629","9856","1001717","Included"
"2026-06-30T14:29:01.917Z","","","Included","auto","No","0","45047","343443","9698","398188","Included"
"2026-06-29T12:55:25.614Z","","","Included","auto","No","0","62589","330912","1891","395392","Included"
"2026-06-29T12:46:12.900Z","","","Included","auto","No","0","78915","2485002","25149","2589066","Included"
"2026-06-29T12:40:36.908Z","","","Included","auto","No","0","159155","174677","847","334679","Included"
"2026-06-29T12:37:19.289Z","","","Included","auto","No","0","6273","640680","1246","648199","Included"
"2026-06-29T12:33:00.375Z","","","Included","auto","No","0","20195","1489600","9593","1519388","Included"
"2026-06-29T12:20:19.443Z","","","Included","auto","No","0","129947","5807205","28191","5965343","Included"
"2026-06-29T12:18:48.080Z","","","Included","auto","No","0","12988","178499","5027","196514","Included"
"2026-06-29T12:10:36.338Z","","","Included","auto","No","0","42675","387031","4409","434115","Included"
"2026-06-29T12:10:34.923Z","","","Included","auto","No","0","57963","606551","6271","670785","Included"
"2026-06-29T12:10:29.015Z","","","Included","auto","No","0","48166","578661","9878","636705","Included"
"2026-06-29T11:53:08.092Z","","","Included","auto","No","0","96559","215465","925","312949","Included"
"2026-06-29T09:22:26.171Z","","","Included","auto","No","0","93374","1194752","5805","1293931","Included"
"2026-06-29T08:09:46.355Z","","","Included","auto","No","0","76712","2770048","14654","2861414","Included"
"2026-06-29T08:04:36.679Z","","","Included","auto","No","0","27578","287007","5137","319722","Included"
"2026-06-29T08:04:29.720Z","","","Included","auto","No","0","23245","112909","5183","141337","Included"
"2026-06-29T08:02:11.878Z","","","Included","auto","No","0","17937","6656","602","25195","Included"
