Date,Cloud Agent ID,Automation ID,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2026-07-13T08:12:50.748Z","","","Included","auto","No","0","139770","295296","425","435491","Included"
"2026-07-13T08:01:10.904Z","","","Included","auto","No","0","138479","4180608","41416","4360503","Included"
"2026-07-13T07:59:12.452Z","","","Included","auto","No","0","16788","299520","5661","321969","Included"
"2026-07-13T07:52:24.492Z","","","Included","auto","No","0","57132","276096","4567","337795","Included"
"2026-07-13T07:52:24.157Z","","","Included","auto","No","0","81007","382976","6101","470084","Included"
"2026-07-13T07:52:17.715Z","","","Included","auto","No","0","51041","243840","3914","298795","Included"
"2026-07-13T07:14:16.704Z","","","Included","auto","No","0","121718","259840","352","381910","Included"
"2026-07-13T07:11:10.038Z","","","Included","auto","No","0","22318","925056","9461","956835","Included"
"2026-07-13T07:10:52.750Z","","","Included","auto","No","","","","","","Free"
"2026-07-13T07:06:17.479Z","","","Included","auto","No","0","32168","1591552","13369","1637089","Included"
"2026-07-13T07:01:06.407Z","","","Included","auto","No","0","69214","606592","7117","682923","Included"
"2026-07-13T06:59:29.058Z","","","Included","auto","No","0","7845","111360","2396","121601","Included"
"2026-07-13T06:56:36.871Z","","","Included","auto","No","0","38384","200576","3545","242505","Included"
"2026-07-13T06:56:36.408Z","","","Included","auto","No","0","50890","324992","4716","380598","Included"
"2026-07-13T06:56:29.883Z","","","Included","auto","No","0","30984","86400","3732","121116","Included"
"2026-07-12T14:51:04.086Z","","","Included","auto","No","0","169263","337792","624","507679","Included"
"2026-07-12T14:47:32.981Z","","","Included","auto","No","0","11627","1138176","5696","1155499","Included"
"2026-07-12T14:44:38.585Z","","","Included","auto","No","0","26569","1440256","13396","1480221","Included"
"2026-07-12T14:42:16.682Z","","","Included","auto","No","0","16012","1238912","8126","1263050","Included"
"2026-07-12T14:39:04.688Z","","","Included","auto","No","0","27312","1144704","15570","1187586","Included"
"2026-07-12T14:33:43.406Z","","","Included","auto","No","0","27226","828288","12334","867848","Included"
"2026-07-12T14:29:17.880Z","","","Included","auto","No","0","60735","269312","5646","335693","Included"
"2026-07-12T14:29:13.654Z","","","Included","auto","No","0","57621","763264","11859","832744","Included"
"2026-07-12T14:24:46.556Z","","","Included","auto","No","0","42758","85248","515","128521","Included"
"2026-07-12T14:19:12.671Z","","","Included","auto","No","0","42697","293632","9343","345672","Included"
"2026-07-12T14:16:21.367Z","","","Included","auto","No","0","81239","161536","406","243181","Included"
"2026-07-12T14:08:57.346Z","","","Included","auto","No","0","79521","1201152","19145","1299818","Included"
"2026-07-12T14:08:09.637Z","","","Included","auto","No","0","9399","97792","2618","109809","Included"
"2026-07-12T14:05:34.581Z","","","Included","auto","No","0","51678","439424","4679","495781","Included"
"2026-07-12T14:05:33.681Z","","","Included","auto","No","0","46588","297472","4878","348938","Included"
"2026-07-12T14:05:28.346Z","","","Included","auto","No","0","39463","92032","2210","133705","Included"
"2026-07-12T13:30:52.719Z","","","Included","auto","No","0","113434","4390272","45813","4549519","Included"
"2026-07-12T13:05:23.145Z","","","Included","auto","No","0","86754","189184","428","276366","Included"
"2026-07-12T12:59:01.830Z","","","Included","auto","No","0","943","90752","107","91802","Included"
"2026-07-12T12:53:10.433Z","","","Included","auto","No","0","92727","1897472","20285","2010484","Included"
"2026-07-12T12:48:13.505Z","","","Included","auto","No","0","50239","116992","486","167717","Included"
"2026-07-12T12:45:26.611Z","","","Included","auto","No","0","26131","613248","7880","647259","Included"
"2026-07-12T12:40:17.891Z","","","Included","auto","No","0","30589","171648","3084","205321","Included"
"2026-07-11T15:12:37.031Z","","","Included","auto","No","0","58290","141399","1276","200965","Included"
"2026-07-11T15:10:22.879Z","","","Included","auto","No","0","4972","312447","654","318073","Included"
"2026-07-11T15:07:37.234Z","","","Included","auto","No","0","73821","754063","7469","835353","Included"
"2026-07-11T15:04:11.692Z","","","Included","auto","No","0","34689","244371","1756","280816","Included"
"2026-07-11T15:03:34.038Z","","","Included","auto","No","0","8120","125585","2187","135892","Included"
"2026-07-11T15:01:37.157Z","","","Included","auto","No","0","32456","216528","5035","254019","Included"
"2026-07-11T15:01:32.842Z","","","Included","auto","No","0","20990","155802","3744","180536","Included"
"2026-07-11T14:54:29.544Z","","","Included","auto","No","0","98907","222508","821","322236","Included"
"2026-07-11T14:48:39.969Z","","","Included","auto","No","0","96315","2203987","31988","2332290","Included"
"2026-07-11T14:43:40.209Z","","","Included","auto","No","0","47656","477643","6205","531504","Included"
"2026-07-11T14:43:40.201Z","","","Included","auto","No","0","49572","456224","6199","511995","Included"
"2026-07-11T14:43:36.147Z","","","Included","auto","No","0","36019","238227","7162","281408","Included"
"2026-07-11T12:30:57.093Z","","","Included","auto","No","0","112875","564832","13672","691379","Included"
"2026-07-11T12:30:56.994Z","","","Included","auto","No","0","47394","359104","9367","415865","Included"
"2026-07-11T12:24:35.659Z","","","Included","auto","No","0","322206","13309408","81921","13713535","Included"
"2026-07-11T12:19:30.799Z","","","Included","auto","No","0","61476","215498","888","277862","Included"
"2026-07-11T12:12:56.390Z","","","Included","auto","No","0","118034","754445","5201","877680","Included"
"2026-07-11T12:12:22.445Z","","","Included","auto","No","0","51615","101639","2718","155972","Included"
"2026-07-11T12:08:47.355Z","","","Included","auto","No","0","61323","684928","6764","753015","Included"
"2026-07-11T12:08:35.096Z","","","Included","auto","No","0","41384","256977","5941","304302","Included"
"2026-07-11T11:19:01.632Z","","","Included","auto","No","0","103116","225024","1286","329426","Included"
"2026-07-11T10:33:49.059Z","","","Included","auto","No","0","4615","736352","4749","745716","Included"
"2026-07-11T10:30:33.212Z","","","Included","auto","No","0","28211","2129056","9139","2166406","Included"
"2026-07-11T10:24:00.713Z","","","Included","auto","No","0","57060","1014240","7421","1078721","Included"
"2026-07-11T10:21:10.131Z","","","Included","auto","No","0","109502","675871","6970","792343","Included"
"2026-07-11T10:21:08.273Z","","","Included","auto","No","0","75257","832320","10864","918441","Included"
