Date,Cloud Agent ID,Automation ID,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2026-07-25T15:11:41.510Z","","","Included","auto","No","0","120476","5632","164","126272","Included"
"2026-07-25T15:00:08.347Z","","","Included","auto","No","0","121247","2411776","48170","2581193","Included"
"2026-07-25T14:55:49.056Z","","","Included","auto","No","0","6200","95232","3423","104855","Included"
"2026-07-25T14:52:34.825Z","","","Included","auto","No","0","28815","141312","3127","173254","Included"
"2026-07-25T14:52:30.433Z","","","Included","auto","No","0","30168","103808","1677","135653","Included"
"2026-07-25T14:41:23.914Z","","","Included","auto","No","0","13817","1434880","8286","1456983","Included"
"2026-07-25T14:32:41.700Z","","","Included","auto","No","0","3693","511744","2288","517725","Included"
"2026-07-25T14:24:59.524Z","","","Included","auto","No","0","41562","3437440","21342","3500344","Included"
"2026-07-25T14:13:21.106Z","","","Included","auto","No","0","1055","128384","108","129547","Included"
"2026-07-25T14:04:42.681Z","","","Included","auto","No","0","39178","3240448","6949","3286575","Included"
"2026-07-25T13:54:35.391Z","","","Included","auto","No","0","87189","1932032","19843","2039064","Included"
"2026-07-25T13:47:07.102Z","","","Included","auto","No","0","96640","59648","3141","159429","Included"
"2026-07-24T15:10:18.264Z","","","Included","auto","No","0","22218","190592","4947","217757","Included"
"2026-07-24T15:08:36.280Z","","","Included","auto","No","0","10687","92416","2996","106099","Included"
"2026-07-24T15:02:27.929Z","","","Included","auto","No","0","24214","51840","4431","80485","Included"
"2026-07-24T15:00:49.588Z","","","Included","auto","No","0","27529","102784","1054","131367","Included"
"2026-07-21T14:07:16.042Z","","","Included","auto","No","90676","54","1774427","58494","1923651","Included"
"2026-07-20T14:05:48.699Z","","","Included","auto","No","0","173813","11708822","62685","11945320","Included"
"2026-07-20T09:24:19.059Z","","","Included","auto","No","0","29896","183493","3527","216916","Included"
"2026-07-20T09:19:45.956Z","","","Included","auto","No","0","70327","11776","219","82322","Included"
"2026-07-20T09:16:14.203Z","","","Included","auto","No","0","27355","129024","2844","159223","Included"
"2026-07-20T09:16:00.131Z","","","Included","auto","No","0","77767","333312","1976","413055","Included"
"2026-07-20T09:02:45.280Z","","","Included","auto","No","0","86461","861184","3363","951008","Included"
"2026-07-20T09:00:43.475Z","","","Included","auto","No","0","66044","485376","2587","554007","Included"
